Date ID,Day of Month,Day of Week,Is Weekend,Month Name,Quarter,Month,Year,Date
463,12,3,0,January,1,1,2011,2011-01-12 00:00:00
464,19,4,0,May,2,5,2011,2011-05-19 00:00:00
465,6,2,0,September,3,9,2011,2011-09-06 00:00:00
466,20,5,1,May,2,5,2011,2011-05-20 00:00:00
467,30,3,0,March,1,3,2011,2011-03-30 00:00:00
468,28,4,0,July,3,7,2011,2011-07-28 00:00:00
469,6,1,0,June,2,6,2011,2011-06-06 00:00:00
470,31,1,0,January,1,1,2011,2011-01-31 00:00:00
471,6,3,0,July,3,7,2011,2011-07-06 00:00:00
472,3,5,1,June,2,6,2011,2011-06-03 00:00:00
473,29,2,0,November,4,11,2011,2011-11-29 00:00:00
474,21,4,0,April,2,4,2011,2011-04-21 00:00:00
475,20,4,0,October,4,10,2011,2011-10-20 00:00:00
476,29,2,0,March,1,3,2011,2011-03-29 00:00:00
477,9,0,0,October,4,10,2011,2011-10-09 00:00:00
478,15,4,0,September,3,9,2011,2011-09-15 00:00:00
479,1,5,1,April,2,4,2011,2011-04-01 00:00:00
480,23,1,0,May,2,5,2011,2011-05-23 00:00:00
481,12,3,0,October,4,10,2011,2011-10-12 00:00:00
482,25,2,0,October,4,10,2011,2011-10-25 00:00:00
483,21,1,0,March,1,3,2011,2011-03-21 00:00:00
484,20,0,0,November,4,11,2011,2011-11-20 00:00:00
485,14,2,0,June,2,6,2011,2011-06-14 00:00:00
486,2,3,0,February,1,2,2011,2011-02-02 00:00:00
487,28,2,0,June,2,6,2011,2011-06-28 00:00:00
488,16,5,1,September,3,9,2011,2011-09-16 00:00:00
489,28,3,0,December,4,12,2011,2011-12-28 00:00:00
490,25,0,0,September,3,9,2011,2011-09-25 00:00:00
491,12,2,0,April,2,4,2011,2011-04-12 00:00:00
492,15,6,1,October,4,10,2011,2011-10-15 00:00:00
493,31,3,0,August,3,8,2011,2011-08-31 00:00:00
494,24,4,0,March,1,3,2011,2011-03-24 00:00:00
495,22,0,0,May,2,5,2011,2011-05-22 00:00:00
496,10,5,1,June,2,6,2011,2011-06-10 00:00:00
497,30,2,0,August,3,8,2011,2011-08-30 00:00:00
498,4,6,1,June,2,6,2011,2011-06-04 00:00:00
499,22,2,0,March,1,3,2011,2011-03-22 00:00:00
500,27,4,0,October,4,10,2011,2011-10-27 00:00:00
501,10,6,1,December,4,12,2011,2011-12-10 00:00:00
502,21,5,1,January,1,1,2011,2011-01-21 00:00:00
503,17,2,0,May,2,5,2011,2011-05-17 00:00:00
504,11,2,0,January,1,1,2011,2011-01-11 00:00:00
505,15,6,1,January,1,1,2011,2011-01-15 00:00:00
506,15,2,0,March,1,3,2011,2011-03-15 00:00:00
507,2,0,0,January,1,1,2011,2011-01-02 00:00:00
508,14,5,1,October,4,10,2011,2011-10-14 00:00:00
509,5,3,0,October,4,10,2011,2011-10-05 00:00:00
510,19,6,1,February,1,2,2011,2011-02-19 00:00:00
511,1,5,1,July,3,7,2011,2011-07-01 00:00:00
512,18,5,1,February,1,2,2011,2011-02-18 00:00:00
513,29,6,1,October,4,10,2011,2011-10-29 00:00:00
514,16,6,1,April,2,4,2011,2011-04-16 00:00:00
515,30,6,1,April,2,4,2011,2011-04-30 00:00:00
516,28,1,0,February,1,2,2011,2011-02-28 00:00:00
517,16,3,0,March,1,3,2011,2011-03-16 00:00:00
518,19,2,0,April,2,4,2011,2011-04-19 00:00:00
519,9,1,0,May,2,5,2011,2011-05-09 00:00:00
520,25,6,1,June,2,6,2011,2011-06-25 00:00:00
521,24,5,1,June,2,6,2011,2011-06-24 00:00:00
522,2,6,1,April,2,4,2011,2011-04-02 00:00:00
523,26,3,0,October,4,10,2011,2011-10-26 00:00:00
524,22,2,0,February,1,2,2011,2011-02-22 00:00:00
525,16,3,0,February,1,2,2011,2011-02-16 00:00:00
526,31,2,0,May,2,5,2011,2011-05-31 00:00:00
527,7,6,1,May,2,5,2011,2011-05-07 00:00:00
528,20,1,0,June,2,6,2011,2011-06-20 00:00:00
529,27,4,0,January,1,1,2011,2011-01-27 00:00:00
530,5,6,1,March,1,3,2011,2011-03-05 00:00:00
531,30,0,0,October,4,10,2011,2011-10-30 00:00:00
532,8,2,0,March,1,3,2011,2011-03-08 00:00:00
533,14,4,0,April,2,4,2011,2011-04-14 00:00:00
534,14,1,0,May,2,5,2012,2012-05-14 00:00:00
535,13,5,1,April,2,4,2012,2012-04-13 00:00:00
536,17,4,0,May,2,5,2012,2012-05-17 00:00:00
537,22,4,0,November,4,11,2012,2012-11-22 00:00:00
538,19,3,0,December,4,12,2012,2012-12-19 00:00:00
539,15,6,1,September,3,9,2012,2012-09-15 00:00:00
540,16,3,0,May,2,5,2012,2012-05-16 00:00:00
541,31,4,0,May,2,5,2012,2012-05-31 00:00:00
542,6,5,1,April,2,4,2012,2012-04-06 00:00:00
543,9,1,0,April,2,4,2012,2012-04-09 00:00:00
544,9,4,0,February,1,2,2012,2012-02-09 00:00:00
545,5,3,0,December,4,12,2012,2012-12-05 00:00:00
546,10,5,1,February,1,2,2012,2012-02-10 00:00:00
547,27,1,0,August,3,8,2012,2012-08-27 00:00:00
548,9,6,1,June,2,6,2012,2012-06-09 00:00:00
549,27,4,0,December,4,12,2012,2012-12-27 00:00:00
550,4,2,0,September,3,9,2012,2012-09-04 00:00:00
551,12,3,0,September,3,9,2012,2012-09-12 00:00:00
552,21,5,1,September,3,9,2012,2012-09-21 00:00:00
553,22,6,1,September,3,9,2012,2012-09-22 00:00:00
554,12,5,1,October,4,10,2012,2012-10-12 00:00:00
555,29,3,0,February,1,2,2012,2012-02-29 00:00:00
556,24,5,1,August,3,8,2012,2012-08-24 00:00:00
557,18,3,0,April,2,4,2012,2012-04-18 00:00:00
558,21,3,0,November,4,11,2012,2012-11-21 00:00:00
559,21,1,0,May,2,5,2012,2012-05-21 00:00:00
560,7,3,0,November,4,11,2012,2012-11-07 00:00:00
561,5,4,0,April,2,4,2012,2012-04-05 00:00:00
562,3,5,1,February,1,2,2012,2012-02-03 00:00:00
563,24,2,0,July,3,7,2012,2012-07-24 00:00:00
564,30,3,0,May,2,5,2012,2012-05-30 00:00:00
565,8,6,1,December,4,12,2012,2012-12-08 00:00:00
566,30,1,0,April,2,4,2012,2012-04-30 00:00:00
567,1,6,1,December,4,12,2012,2012-12-01 00:00:00
568,28,4,0,June,2,6,2012,2012-06-28 00:00:00
569,26,1,0,March,1,3,2012,2012-03-26 00:00:00
570,24,1,0,September,3,9,2012,2012-09-24 00:00:00
571,5,1,0,November,4,11,2012,2012-11-05 00:00:00
572,6,1,0,February,1,2,2012,2012-02-06 00:00:00
573,1,4,0,March,1,3,2012,2012-03-01 00:00:00
574,27,1,0,February,1,2,2012,2012-02-27 00:00:00
575,4,3,0,January,1,1,2012,2012-01-04 00:00:00
576,29,2,0,May,2,5,2012,2012-05-29 00:00:00
577,11,2,0,December,4,12,2012,2012-12-11 00:00:00
578,1,2,0,May,2,5,2012,2012-05-01 00:00:00
579,2,2,0,October,4,10,2012,2012-10-02 00:00:00
580,2,1,0,January,1,1,2012,2012-01-02 00:00:00
581,1,6,1,September,3,9,2012,2012-09-01 00:00:00
582,30,5,1,March,1,3,2012,2012-03-30 00:00:00
583,13,2,0,November,4,11,2012,2012-11-13 00:00:00
584,5,3,0,September,3,9,2012,2012-09-05 00:00:00
585,6,2,0,November,4,11,2012,2012-11-06 00:00:00
586,24,6,1,November,4,11,2012,2012-11-24 00:00:00
587,29,4,0,March,1,3,2012,2012-03-29 00:00:00
588,18,4,0,October,4,10,2012,2012-10-18 00:00:00
589,8,4,0,March,1,3,2012,2012-03-08 00:00:00
590,8,4,0,November,4,11,2012,2012-11-08 00:00:00
591,18,6,1,February,1,2,2012,2012-02-18 00:00:00
592,25,4,0,October,4,10,2012,2012-10-25 00:00:00
593,2,5,1,March,1,3,2012,2012-03-02 00:00:00
594,23,6,1,June,2,6,2012,2012-06-23 00:00:00
595,20,2,0,March,1,3,2012,2012-03-20 00:00:00
596,28,5,1,September,3,9,2012,2012-09-28 00:00:00
597,10,2,0,July,3,7,2012,2012-07-10 00:00:00
598,18,2,0,December,4,12,2012,2012-12-18 00:00:00
599,21,6,1,April,2,4,2012,2012-04-21 00:00:00
600,28,2,0,August,3,8,2012,2012-08-28 00:00:00
601,3,4,0,May,2,5,2012,2012-05-03 00:00:00
602,29,3,0,August,3,8,2012,2012-08-29 00:00:00
603,6,5,1,July,3,7,2012,2012-07-06 00:00:00
604,10,1,0,September,3,9,2012,2012-09-10 00:00:00
605,5,1,0,March,1,3,2012,2012-03-05 00:00:00
606,20,5,1,April,2,4,2012,2012-04-20 00:00:00
607,23,2,0,October,4,10,2012,2012-10-23 00:00:00
608,31,1,0,December,4,12,2012,2012-12-31 00:00:00
609,26,4,0,January,1,1,2012,2012-01-26 00:00:00
610,15,6,1,December,4,12,2012,2012-12-15 00:00:00
611,25,5,1,May,2,5,2012,2012-05-25 00:00:00
612,10,3,0,October,4,10,2012,2012-10-10 00:00:00
613,8,2,0,May,2,5,2012,2012-05-08 00:00:00
614,9,5,1,March,1,3,2012,2012-03-09 00:00:00
615,4,5,1,May,2,5,2012,2012-05-04 00:00:00
616,17,6,1,March,1,3,2012,2012-03-17 00:00:00
617,4,3,0,April,2,4,2012,2012-04-04 00:00:00
618,16,2,0,October,4,10,2012,2012-10-16 00:00:00
619,17,6,1,November,4,11,2012,2012-11-17 00:00:00
620,12,3,0,December,4,12,2012,2012-12-12 00:00:00
621,26,3,0,December,4,12,2012,2012-12-26 00:00:00
622,9,1,0,July,3,7,2012,2012-07-09 00:00:00
623,11,3,0,April,2,4,2012,2012-04-11 00:00:00
624,18,3,0,July,3,7,2012,2012-07-18 00:00:00
625,17,5,1,August,3,8,2012,2012-08-17 00:00:00
626,23,5,1,November,4,11,2012,2012-11-23 00:00:00
627,26,3,0,September,3,9,2012,2012-09-26 00:00:00
628,28,3,0,November,4,11,2012,2012-11-28 00:00:00
629,2,1,0,July,3,7,2012,2012-07-02 00:00:00
630,25,2,0,December,4,12,2012,2012-12-25 00:00:00
631,19,2,0,June,2,6,2012,2012-06-19 00:00:00
632,11,0,0,November,4,11,2012,2012-11-11 00:00:00
633,13,1,0,August,3,8,2012,2012-08-13 00:00:00
634,11,4,0,October,4,10,2012,2012-10-11 00:00:00
635,16,5,1,March,1,3,2012,2012-03-16 00:00:00
636,5,0,0,August,3,8,2012,2012-08-05 00:00:00
637,25,3,0,April,2,4,2012,2012-04-25 00:00:00
638,12,4,0,July,3,7,2012,2012-07-12 00:00:00
639,2,4,0,August,3,8,2012,2012-08-02 00:00:00
640,19,5,1,October,4,10,2012,2012-10-19 00:00:00
641,13,5,1,July,3,7,2012,2012-07-13 00:00:00
642,13,2,0,March,1,3,2012,2012-03-13 00:00:00
643,13,6,1,October,4,10,2012,2012-10-13 00:00:00
644,23,4,0,August,3,8,2012,2012-08-23 00:00:00
645,8,3,0,February,1,2,2012,2012-02-08 00:00:00
646,5,2,0,June,2,6,2012,2012-06-05 00:00:00
647,1,1,0,October,4,10,2012,2012-10-01 00:00:00
648,13,4,0,September,3,9,2012,2012-09-13 00:00:00
649,19,3,0,September,3,9,2012,2012-09-19 00:00:00
650,14,5,1,September,3,9,2012,2012-09-14 00:00:00
651,26,2,0,June,2,6,2012,2012-06-26 00:00:00
652,25,1,0,June,2,6,2012,2012-06-25 00:00:00
653,15,3,0,February,1,2,2012,2012-02-15 00:00:00
654,28,6,1,January,1,1,2012,2012-01-28 00:00:00
655,2,3,0,May,2,5,2012,2012-05-02 00:00:00
656,5,4,0,July,3,7,2012,2012-07-05 00:00:00
657,14,6,1,April,2,4,2012,2012-04-14 00:00:00
658,14,2,0,February,1,2,2012,2012-02-14 00:00:00
659,23,0,0,December,4,12,2012,2012-12-23 00:00:00
660,22,4,0,March,1,3,2012,2012-03-22 00:00:00
661,24,6,1,March,1,3,2012,2012-03-24 00:00:00
662,24,3,0,October,4,10,2012,2012-10-24 00:00:00
663,16,6,1,June,2,6,2012,2012-06-16 00:00:00
664,23,3,0,May,2,5,2012,2012-05-23 00:00:00
665,9,1,0,January,1,1,2012,2012-01-09 00:00:00
666,11,6,1,August,3,8,2012,2012-08-11 00:00:00
667,28,5,1,December,4,12,2012,2012-12-28 00:00:00
668,24,1,0,December,4,12,2012,2012-12-24 00:00:00
669,14,4,0,June,2,6,2012,2012-06-14 00:00:00
670,28,6,1,April,2,4,2012,2012-04-28 00:00:00
671,3,6,1,November,4,11,2012,2012-11-03 00:00:00
672,3,2,0,January,1,1,2012,2012-01-03 00:00:00
673,4,4,0,October,4,10,2012,2012-10-04 00:00:00
674,10,5,1,August,3,8,2012,2012-08-10 00:00:00
675,16,4,0,February,1,2,2012,2012-02-16 00:00:00
676,10,6,1,November,4,11,2012,2012-11-10 00:00:00
677,30,1,0,January,1,1,2012,2012-01-30 00:00:00
678,21,2,0,August,3,8,2012,2012-08-21 00:00:00
679,31,3,0,October,4,10,2012,2012-10-31 00:00:00
680,26,4,0,April,2,4,2012,2012-04-26 00:00:00
681,18,1,0,June,2,6,2012,2012-06-18 00:00:00
682,21,4,0,June,2,6,2012,2012-06-21 00:00:00
683,30,2,0,October,4,10,2012,2012-10-30 00:00:00
684,9,2,0,October,4,10,2012,2012-10-09 00:00:00
685,4,3,0,July,3,7,2012,2012-07-04 00:00:00
686,27,5,1,April,2,4,2012,2012-04-27 00:00:00
687,22,5,1,June,2,6,2012,2012-06-22 00:00:00
688,3,3,0,October,4,10,2012,2012-10-03 00:00:00
689,13,4,0,December,4,12,2012,2012-12-13 00:00:00
690,8,1,0,October,4,10,2012,2012-10-08 00:00:00
691,26,4,0,July,3,7,2012,2012-07-26 00:00:00
692,12,1,0,March,1,3,2012,2012-03-12 00:00:00
693,31,6,1,March,1,3,2012,2012-03-31 00:00:00
694,3,2,0,July,3,7,2012,2012-07-03 00:00:00
695,12,4,0,January,1,1,2012,2012-01-12 00:00:00
696,24,2,0,January,1,1,2012,2012-01-24 00:00:00
697,10,4,0,May,2,5,2012,2012-05-10 00:00:00
698,8,0,0,July,3,7,2012,2012-07-08 00:00:00
699,15,1,0,October,4,10,2012,2012-10-15 00:00:00
700,21,2,0,February,1,2,2012,2012-02-21 00:00:00
701,15,5,1,June,2,6,2012,2012-06-15 00:00:00
702,23,5,1,March,1,3,2012,2012-03-23 00:00:00
703,7,6,1,April,2,4,2012,2012-04-07 00:00:00
704,7,5,1,December,4,12,2012,2012-12-07 00:00:00
705,29,6,1,December,4,12,2012,2012-12-29 00:00:00
706,12,6,1,May,2,5,2012,2012-05-12 00:00:00
707,6,4,0,December,4,12,2012,2012-12-06 00:00:00
708,23,4,0,February,1,2,2012,2012-02-23 00:00:00
709,22,3,0,February,1,2,2012,2012-02-22 00:00:00
710,30,1,0,July,3,7,2012,2012-07-30 00:00:00
711,27,2,0,March,1,3,2012,2012-03-27 00:00:00
712,17,1,0,September,3,9,2012,2012-09-17 00:00:00
713,17,1,0,December,4,12,2012,2012-12-17 00:00:00
714,10,2,0,April,2,4,2012,2012-04-10 00:00:00
715,30,0,0,December,4,12,2012,2012-12-30 00:00:00
716,11,5,1,May,2,5,2012,2012-05-11 00:00:00
717,2,1,0,April,2,4,2012,2012-04-02 00:00:00
718,11,3,0,July,3,7,2012,2012-07-11 00:00:00
719,7,1,0,May,2,5,2012,2012-05-07 00:00:00
720,13,5,1,January,1,1,2012,2012-01-13 00:00:00
721,7,2,0,August,3,8,2012,2012-08-07 00:00:00
722,15,2,0,May,2,5,2012,2012-05-15 00:00:00
723,25,3,0,July,3,7,2012,2012-07-25 00:00:00
724,26,5,1,October,4,10,2012,2012-10-26 00:00:00
725,19,4,0,January,1,1,2012,2012-01-19 00:00:00
726,7,4,0,June,2,6,2012,2012-06-07 00:00:00
727,15,3,0,August,3,8,2012,2012-08-15 00:00:00
728,6,2,0,March,1,3,2012,2012-03-06 00:00:00
729,26,6,1,May,2,5,2012,2012-05-26 00:00:00
730,14,6,1,July,3,7,2012,2012-07-14 00:00:00
731,13,0,0,May,2,5,2012,2012-05-13 00:00:00
732,7,3,0,March,1,3,2012,2012-03-07 00:00:00
733,10,6,1,March,1,3,2012,2012-03-10 00:00:00
734,7,2,0,February,1,2,2012,2012-02-07 00:00:00
735,17,2,0,April,2,4,2012,2012-04-17 00:00:00
736,20,6,1,October,4,10,2012,2012-10-20 00:00:00
737,31,2,0,January,1,1,2012,2012-01-31 00:00:00
738,6,5,1,January,1,1,2012,2012-01-06 00:00:00
739,22,2,0,May,2,5,2012,2012-05-22 00:00:00
740,22,0,0,April,2,4,2012,2012-04-22 00:00:00
741,17,2,0,January,1,1,2012,2012-01-17 00:00:00
742,8,6,1,September,3,9,2012,2012-09-08 00:00:00
743,17,3,0,October,4,10,2012,2012-10-17 00:00:00
744,20,1,0,February,1,2,2012,2012-02-20 00:00:00
745,1,3,0,August,3,8,2012,2012-08-01 00:00:00
746,20,0,0,May,2,5,2012,2012-05-20 00:00:00
747,25,6,1,February,1,2,2012,2012-02-25 00:00:00
748,15,4,0,March,1,3,2012,2012-03-15 00:00:00
749,9,3,0,May,2,5,2012,2012-05-09 00:00:00
750,9,0,0,December,4,12,2012,2012-12-09 00:00:00
751,29,0,0,April,2,4,2012,2012-04-29 00:00:00
752,4,1,0,June,2,6,2012,2012-06-04 00:00:00
753,20,5,1,July,3,7,2012,2012-07-20 00:00:00
754,28,0,0,October,4,10,2012,2012-10-28 00:00:00
755,16,0,0,December,4,12,2012,2012-12-16 00:00:00
756,14,3,0,March,1,3,2012,2012-03-14 00:00:00
757,27,5,1,January,1,1,2012,2012-01-27 00:00:00
758,18,5,1,May,2,5,2012,2012-05-18 00:00:00
759,16,0,0,September,3,9,2012,2012-09-16 00:00:00
760,25,6,1,August,3,8,2012,2012-08-25 00:00:00
761,22,1,0,October,4,10,2012,2012-10-22 00:00:00
762,2,6,1,June,2,6,2012,2012-06-02 00:00:00
763,7,0,0,October,4,10,2012,2012-10-07 00:00:00
764,7,6,1,July,3,7,2012,2012-07-07 00:00:00
765,5,0,0,February,1,2,2012,2012-02-05 00:00:00
766,25,1,0,November,4,11,2013,2013-11-25 00:00:00
767,14,6,1,December,4,12,2013,2013-12-14 00:00:00
768,21,6,1,September,3,9,2013,2013-09-21 00:00:00
769,16,1,0,December,4,12,2013,2013-12-16 00:00:00
770,13,1,0,May,2,5,2013,2013-05-13 00:00:00
771,2,6,1,November,4,11,2013,2013-11-02 00:00:00
772,27,4,0,June,2,6,2013,2013-06-27 00:00:00
773,25,3,0,September,3,9,2013,2013-09-25 00:00:00
774,8,1,0,July,3,7,2013,2013-07-08 00:00:00
775,5,2,0,February,1,2,2013,2013-02-05 00:00:00
776,26,4,0,December,4,12,2013,2013-12-26 00:00:00
777,23,2,0,April,2,4,2013,2013-04-23 00:00:00
778,15,1,0,July,3,7,2013,2013-07-15 00:00:00
779,27,3,0,February,1,2,2013,2013-02-27 00:00:00
780,3,3,0,July,3,7,2013,2013-07-03 00:00:00
781,2,4,0,May,2,5,2013,2013-05-02 00:00:00
782,19,4,0,December,4,12,2013,2013-12-19 00:00:00
783,28,4,0,February,1,2,2013,2013-02-28 00:00:00
784,19,2,0,February,1,2,2013,2013-02-19 00:00:00
785,25,3,0,December,4,12,2013,2013-12-25 00:00:00
786,4,5,1,October,4,10,2013,2013-10-04 00:00:00
787,26,3,0,June,2,6,2013,2013-06-26 00:00:00
788,24,2,0,September,3,9,2013,2013-09-24 00:00:00
789,15,5,1,March,1,3,2013,2013-03-15 00:00:00
790,25,4,0,July,3,7,2013,2013-07-25 00:00:00
791,19,5,1,July,3,7,2013,2013-07-19 00:00:00
792,28,6,1,December,4,12,2013,2013-12-28 00:00:00
793,26,5,1,July,3,7,2013,2013-07-26 00:00:00
794,12,2,0,November,4,11,2013,2013-11-12 00:00:00
795,8,6,1,June,2,6,2013,2013-06-08 00:00:00
796,23,1,0,December,4,12,2013,2013-12-23 00:00:00
797,13,4,0,June,2,6,2013,2013-06-13 00:00:00
798,13,6,1,July,3,7,2013,2013-07-13 00:00:00
799,4,1,0,March,1,3,2013,2013-03-04 00:00:00
800,4,0,0,August,3,8,2013,2013-08-04 00:00:00
801,3,5,1,May,2,5,2013,2013-05-03 00:00:00
802,2,1,0,December,4,12,2013,2013-12-02 00:00:00
803,9,2,0,April,2,4,2013,2013-04-09 00:00:00
804,4,4,0,July,3,7,2013,2013-07-04 00:00:00
805,29,5,1,November,4,11,2013,2013-11-29 00:00:00
806,3,4,0,January,1,1,2013,2013-01-03 00:00:00
807,5,4,0,December,4,12,2013,2013-12-05 00:00:00
808,31,4,0,October,4,10,2013,2013-10-31 00:00:00
809,3,2,0,December,4,12,2013,2013-12-03 00:00:00
810,13,2,0,August,3,8,2013,2013-08-13 00:00:00
811,27,2,0,August,3,8,2013,2013-08-27 00:00:00
812,6,1,0,May,2,5,2013,2013-05-06 00:00:00
813,14,6,1,September,3,9,2013,2013-09-14 00:00:00
814,21,1,0,October,4,10,2013,2013-10-21 00:00:00
815,20,4,0,June,2,6,2013,2013-06-20 00:00:00
816,16,6,1,February,1,2,2013,2013-02-16 00:00:00
817,12,4,0,December,4,12,2013,2013-12-12 00:00:00
818,18,3,0,September,3,9,2013,2013-09-18 00:00:00
819,16,6,1,November,4,11,2013,2013-11-16 00:00:00
820,19,4,0,September,3,9,2013,2013-09-19 00:00:00
821,1,2,0,October,4,10,2013,2013-10-01 00:00:00
822,3,2,0,September,3,9,2013,2013-09-03 00:00:00
823,9,6,1,March,1,3,2013,2013-03-09 00:00:00
824,20,3,0,March,1,3,2013,2013-03-20 00:00:00
825,9,4,0,May,2,5,2013,2013-05-09 00:00:00
826,17,4,0,January,1,1,2013,2013-01-17 00:00:00
827,7,4,0,February,1,2,2013,2013-02-07 00:00:00
828,27,3,0,November,4,11,2013,2013-11-27 00:00:00
829,18,2,0,June,2,6,2013,2013-06-18 00:00:00
830,22,3,0,May,2,5,2013,2013-05-22 00:00:00
831,15,6,1,June,2,6,2013,2013-06-15 00:00:00
832,9,5,1,August,3,8,2013,2013-08-09 00:00:00
833,23,6,1,March,1,3,2013,2013-03-23 00:00:00
834,29,1,0,July,3,7,2013,2013-07-29 00:00:00
835,26,2,0,November,4,11,2013,2013-11-26 00:00:00
836,31,5,1,May,2,5,2013,2013-05-31 00:00:00
837,15,3,0,May,2,5,2013,2013-05-15 00:00:00
838,7,5,1,June,2,6,2013,2013-06-07 00:00:00
839,18,4,0,April,2,4,2013,2013-04-18 00:00:00
840,9,3,0,January,1,1,2013,2013-01-09 00:00:00
841,11,1,0,March,1,3,2013,2013-03-11 00:00:00
842,10,5,1,May,2,5,2013,2013-05-10 00:00:00
843,8,5,1,February,1,2,2013,2013-02-08 00:00:00
844,4,1,0,November,4,11,2013,2013-11-04 00:00:00
845,24,4,0,January,1,1,2013,2013-01-24 00:00:00
846,11,4,0,April,2,4,2013,2013-04-11 00:00:00
847,23,1,0,September,3,9,2013,2013-09-23 00:00:00
848,7,4,0,November,4,11,2013,2013-11-07 00:00:00
849,10,2,0,September,3,9,2013,2013-09-10 00:00:00
850,29,6,1,June,2,6,2013,2013-06-29 00:00:00
851,5,1,0,August,3,8,2013,2013-08-05 00:00:00
852,6,5,1,September,3,9,2013,2013-09-06 00:00:00
853,12,2,0,February,1,2,2013,2013-02-12 00:00:00
854,8,1,0,April,2,4,2013,2013-04-08 00:00:00
855,7,4,0,March,1,3,2013,2013-03-07 00:00:00
856,22,2,0,January,1,1,2013,2013-01-22 00:00:00
857,20,3,0,November,4,11,2013,2013-11-20 00:00:00
858,1,5,1,March,1,3,2013,2013-03-01 00:00:00
859,24,3,0,July,3,7,2013,2013-07-24 00:00:00
860,2,3,0,October,4,10,2013,2013-10-02 00:00:00
861,31,3,0,July,3,7,2013,2013-07-31 00:00:00
862,13,6,1,April,2,4,2013,2013-04-13 00:00:00
863,13,3,0,February,1,2,2013,2013-02-13 00:00:00
864,13,5,1,September,3,9,2013,2013-09-13 00:00:00
865,17,6,1,August,3,8,2013,2013-08-17 00:00:00
866,27,1,0,May,2,5,2013,2013-05-27 00:00:00
867,19,2,0,March,1,3,2013,2013-03-19 00:00:00
868,12,6,1,October,4,10,2013,2013-10-12 00:00:00
869,22,5,1,November,4,11,2013,2013-11-22 00:00:00
870,19,1,0,August,3,8,2013,2013-08-19 00:00:00
871,15,2,0,October,4,10,2013,2013-10-15 00:00:00
872,9,1,0,December,4,12,2013,2013-12-09 00:00:00
873,29,3,0,May,2,5,2013,2013-05-29 00:00:00
874,25,1,0,March,1,3,2013,2013-03-25 00:00:00
875,23,2,0,July,3,7,2013,2013-07-23 00:00:00
876,10,4,0,October,4,10,2013,2013-10-10 00:00:00
877,24,2,0,December,4,12,2013,2013-12-24 00:00:00
878,30,3,0,January,1,1,2013,2013-01-30 00:00:00
879,18,1,0,March,1,3,2013,2013-03-18 00:00:00
880,13,3,0,March,1,3,2013,2013-03-13 00:00:00
881,30,2,0,July,3,7,2013,2013-07-30 00:00:00
882,2,1,0,September,3,9,2013,2013-09-02 00:00:00
883,28,1,0,October,4,10,2013,2013-10-28 00:00:00
884,28,3,0,August,3,8,2013,2013-08-28 00:00:00
885,16,1,0,September,3,9,2013,2013-09-16 00:00:00
886,18,3,0,December,4,12,2013,2013-12-18 00:00:00
887,1,0,0,September,3,9,2013,2013-09-01 00:00:00
888,5,4,0,September,3,9,2013,2013-09-05 00:00:00
889,11,6,1,May,2,5,2013,2013-05-11 00:00:00
890,10,3,0,April,2,4,2013,2013-04-10 00:00:00
891,16,2,0,April,2,4,2013,2013-04-16 00:00:00
892,7,2,0,May,2,5,2013,2013-05-07 00:00:00
893,12,2,0,March,1,3,2013,2013-03-12 00:00:00
894,18,1,0,November,4,11,2013,2013-11-18 00:00:00
895,3,0,0,February,1,2,2013,2013-02-03 00:00:00
896,16,5,1,August,3,8,2013,2013-08-16 00:00:00
897,3,4,0,October,4,10,2013,2013-10-03 00:00:00
898,12,3,0,June,2,6,2013,2013-06-12 00:00:00
899,10,6,1,August,3,8,2013,2013-08-10 00:00:00
900,22,5,1,February,1,2,2013,2013-02-22 00:00:00
901,1,5,1,November,4,11,2013,2013-11-01 00:00:00
902,15,4,0,August,3,8,2013,2013-08-15 00:00:00
903,22,6,1,June,2,6,2013,2013-06-22 00:00:00
904,29,2,0,October,4,10,2013,2013-10-29 00:00:00
905,4,4,0,April,2,4,2013,2013-04-04 00:00:00
906,10,0,0,March,1,3,2013,2013-03-10 00:00:00
907,21,4,0,February,1,2,2013,2013-02-21 00:00:00
908,5,6,1,October,4,10,2013,2013-10-05 00:00:00
909,16,3,0,January,1,1,2013,2013-01-16 00:00:00
910,4,3,0,December,4,12,2013,2013-12-04 00:00:00
911,17,5,1,May,2,5,2013,2013-05-17 00:00:00
912,16,2,0,July,3,7,2013,2013-07-16 00:00:00
913,10,1,0,June,2,6,2013,2013-06-10 00:00:00
914,5,2,0,March,1,3,2013,2013-03-05 00:00:00
915,22,4,0,August,3,8,2013,2013-08-22 00:00:00
916,19,0,0,May,2,5,2013,2013-05-19 00:00:00
917,5,5,1,April,2,4,2013,2013-04-05 00:00:00
918,28,6,1,September,3,9,2013,2013-09-28 00:00:00
919,17,2,0,September,3,9,2013,2013-09-17 00:00:00
920,3,3,0,April,2,4,2013,2013-04-03 00:00:00
921,27,3,0,March,1,3,2013,2013-03-27 00:00:00
922,1,1,0,April,2,4,2013,2013-04-01 00:00:00
923,24,3,0,April,2,4,2013,2013-04-24 00:00:00
924,16,3,0,October,4,10,2013,2013-10-16 00:00:00
925,17,0,0,November,4,11,2013,2013-11-17 00:00:00
926,6,3,0,February,1,2,2013,2013-02-06 00:00:00
927,19,5,1,April,2,4,2013,2013-04-19 00:00:00
